2.996320950778899928e+00 3.774271212010108201e+01
7.605714451279329325e+00 6.600036188190909314e+00
5.855951534491240729e+00 3.166389208365553642e+01
4.789267873576292800e+00 3.247993381554821468e+01
1.248149123539492145e+00 2.040927622079630055e+01
1.247956162689621173e+00 2.213697450834015257e+01
4.646688973455956884e-01 1.318726712073553387e+01
6.929409166199481440e+00 1.699159418764519103e+01
4.808920093945670438e+00 3.593863989534774817e+01
5.664580622368363905e+00 3.156765724833575248e+01
1.646759543664195746e-01 5.971930015568386096e+00
7.759278817295954589e+00 5.655810263553867401e+00
6.659541126403373923e+00 2.072782188112157442e+01
1.698712885426209240e+00 2.829999634008165899e+01
1.454599737656804948e+00 2.409357640920210741e+01
1.467236078827470536e+00 2.686870227061555028e+01
2.433937943676301785e+00 3.176246480772592307e+01
4.198051453057902727e+00 3.891895261506083159e+01
3.455560149136926107e+00 3.808263866258401009e+01
2.329833121584335309e+00 2.863581165121183503e+01
4.894823157779035760e+00 3.888658962194962498e+01
1.115950885216334676e+00 1.998881757532855730e+01
2.337157188281745235e+00 3.310272482871970112e+01
2.930894746349533619e+00 3.643877349141698829e+01
3.648559873736287429e+00 3.544511236797813325e+01
6.281407691144108796e+00 2.572601139867519393e+01
1.597390257266877889e+00 2.454052251072939583e+01
4.113875507308892843e+00 3.756074911442299680e+01
4.739316550896339741e+00 3.814967045892882425e+01
3.716033017599817967e-01 8.298996070945950265e+00
4.860358815211506922e+00 4.380801447635120383e+01
1.364192989498332231e+00 2.315503694697116899e+01
5.204127438822361285e-01 1.050383248982542206e+01
7.591084298026665955e+00 7.536946163867327186e+00
7.725056264596474875e+00 -4.464240819207407895e-01
6.467178784931689073e+00 2.470303048160981163e+01
2.436910153386965483e+00 3.407256595836118152e+01
7.813769120510709598e-01 2.149088988176110959e+01
5.473864212097255155e+00 3.399222781640397528e+01
3.521219949916810421e+00 4.033156618610669142e+01
9.763058787582306053e-01 1.703904934380418013e+01
3.961415280890161483e+00 3.649024393576944192e+01
2.751081689217471649e-01 8.741420560461314437e+00
7.274563216630256512e+00 1.544888844879059775e+01
2.070239852800135338e+00 3.306316027682703407e+01
5.300178274831855774e+00 3.304567876975393403e+01
2.493688608715287636e+00 3.853594791402309028e+01
4.160544169422486505e+00 3.573001073578426201e+01
4.373682234746237185e+00 4.141147524998845597e+01
1.478835644204216315e+00 3.068069260509201257e+01
7.756677022116468478e+00 1.746835403363285355e+00
6.201062586888916428e+00 2.618941553268636468e+01
7.515991532513512929e+00 9.393462953496134915e+00
7.158618803421190613e+00 1.354739117433660134e+01
4.783199830488681137e+00 3.381450477060785431e+01
7.374993880184934625e+00 1.172922969620365841e+01
7.079400164153559771e-01 9.718941520023367531e+00
1.567862899353161588e+00 2.663255010104852261e+01
3.618183112843045279e-01 4.150812297033116494e+00
2.602642646106114732e+00 3.976828427884932182e+01
3.109418317515856067e+00 3.566740079005057140e+01
2.170792254191167281e+00 3.066881300806539556e+01
6.629900073215434730e+00 2.514961566436264206e+01
2.854026613548714231e+00 3.302426954456156238e+01
2.247476077499046099e+00 3.300402955646706715e+01
4.341568665265987725e+00 4.362975538011831844e+01
1.127393799798101170e+00 1.454788434272033903e+01
6.417575846032317344e+00 2.594221914729974188e+01
5.964051494381665819e-01 1.181850361581769704e+01
7.895095492804138360e+00 4.416046370174150582e+00
6.177958154373259347e+00 2.443039356186331190e+01
1.589725452273379247e+00 2.151507167220025352e+01
4.417693698881919318e-02 2.444484432222791437e+00
6.523691427638673268e+00 2.496840796485724212e+01
5.654858750780936916e+00 3.390508483844703136e+01
5.832057344327898463e+00 3.264825934622644610e+01
6.170162773487565921e+00 2.618590967668642122e+01
5.923572138727228875e-01 1.166668769686983076e+01
2.867725828354180884e+00 3.767410542045548283e+01
9.269524762010377117e-01 1.424789303710356236e+01
6.904827407004748174e+00 2.450226787221945557e+01
4.986385014620463352e+00 3.898911027006583652e+01
2.647184198821193490e+00 3.185081302859441621e+01
5.084668022881890792e-01 1.149265064909232947e+01
2.487858573725297617e+00 3.135952575667781161e+01
2.601466576213976367e+00 3.747151446761071725e+01
5.836849426704512567e+00 3.504074719606045818e+01
5.100459770841704987e+00 3.451042377684242979e+01
7.097701940610612326e+00 1.890073510557608216e+01
3.777719401295594359e+00 4.111482111940852491e+01
9.567539675064136162e-01 1.931281444426358362e+01
5.705958297783960020e+00 3.841464466351697382e+01
6.086280388935179531e+00 2.838242099885258440e+01
4.490217580555969867e+00 3.713800831621216503e+01
6.167737439636487906e+00 2.558374269311904214e+01
3.950364770915125945e+00 3.754641000518791571e+01
4.181862635055952460e+00 3.968600982668395716e+01
3.420328146868397035e+00 4.018340728116736216e+01
2.033530139527615077e-01 4.793751556336107278e+00
8.631314159464356095e-01 1.788168846305253723e+01
